"REF_DATE","GEO","DGUID","Employment category","Air carrier levels","Employees and salary expenses","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100667","1.6.2.2","529741","","","","0"
"2019","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100680","1.6.3.1","588","","","","0"
"2019","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","24497","","","","0"
"2019","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","10207","","","","0"
"2019","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","745180","","","","0"
"2019","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","9795","","","","0"
"2019","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","727323","","","","0"
"2019","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","412","","","","0"
"2019","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","17857","","","","0"
"2020","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100698","1.1.1.1","47094","","","","0"
"2020","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100699","1.1.1.2","3516143","","","","0"
"2020","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100670","1.1.2.1","42255","","","","0"
"2020","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100671","1.1.2.2","3176491","","","","0"
"2020","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100684","1.1.3.1","4839","","","","0"
"2020","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100685","1.1.3.2","339652","","","","0"
"2020","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100686","1.2.1.1","10253","","","","0"
"2020","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100687","1.2.1.2","1214128","","","","0"
"2020","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100658","1.2.2.1","8338","","","","0"
"2020","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100659","1.2.2.2","1060276","","","","0"
"2020","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100672","1.2.3.1","1915","","","","0"
"2020","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100673","1.2.3.2","153851","","","","0"
"2020","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100688","1.3.1.1","8185","","","","0"
"2020","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100689","1.3.1.2","439076","","","","0"
"2020","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100660","1.3.2.1","7907","","","","0"
"2020","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100661","1.3.2.2","418858","","","","0"
"2020","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100674","1.3.3.1","278","","","","0"
"2020","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100675","1.3.3.2","20217","","","","0"
"2020","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100690","1.4.1.1","2759","","","","0"
"2020","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100691","1.4.1.2","262225","","","","0"
"2020","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100662","1.4.2.1","1973","","","","0"
"2020","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100663","1.4.2.2","201738","","","","0"
"2020","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100676","1.4.3.1","786","","","","0"
"2020","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100677","1.4.3.2","60488","","","","0"
"2020","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100692","1.5.1.1","9815","","","","0"
"2020","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100693","1.5.1.2","663621","","","","0"
"2020","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100664","1.5.2.1","8784","","","","0"
"2020","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100665","1.5.2.2","589551","","","","0"
"2020","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100678","1.5.3.1","1031","","","","0"
"2020","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100679","1.5.3.2","74070","","","","0"
"2020","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100694","1.6.1.1","7139","","","","0"
"2020","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100695","1.6.1.2","330145","","","","0"
"2020","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100666","1.6.2.1","6622","","","","0"
"2020","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100667","1.6.2.2","309549","","","","0"
"2020","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100680","1.6.3.1","517","","","","0"
"2020","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","20596","","","","0"
"2020","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","8943","","","","0"
"2020","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","606948","","","","0"
"2020","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","8631","","","","0"
"2020","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","596519","","","","0"
"2020","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","312","","","","0"
"2020","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","10429","","","","0"
"2021","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100698","1.1.1.1","45278","","","","0"
"2021","Canada","2016A000011124","Total, average number of employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100699","1.1.1.2","3599659","","","","0"
"2021","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100670","1.1.2.1","39532","","","","0"
"2021","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100671","1.1.2.2","3187297","","","","0"
"2021","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100684","1.1.3.1","5746","","","","0"
"2021","Canada","2016A000011124","Total, average number of employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100685","1.1.3.2","412362","","","","0"
"2021","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100686","1.2.1.1","10170","","","","0"
"2021","Canada","2016A000011124","Pilots and co-pilots","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100687","1.2.1.2","1315545","","","","0"
"2021","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100658","1.2.2.1","7839","","","","0"
"2021","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100659","1.2.2.2","1126958","","","","0"
"2021","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100672","1.2.3.1","2331","","","","0"
"2021","Canada","2016A000011124","Pilots and co-pilots","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100673","1.2.3.2","188587","","","","0"
"2021","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100688","1.3.1.1","7265","","","","0"
"2021","Canada","2016A000011124","Other flight personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100689","1.3.1.2","399328","","","","0"
"2021","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100660","1.3.2.1","6957","","","","0"
"2021","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100661","1.3.2.2","378128","","","","0"
"2021","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100674","1.3.3.1","308","","","","0"
"2021","Canada","2016A000011124","Other flight personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100675","1.3.3.2","21200","","","","0"
"2021","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100690","1.4.1.1","2980","","","","0"
"2021","Canada","2016A000011124","General management and administration employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100691","1.4.1.2","277029","","","","0"
"2021","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100662","1.4.2.1","2089","","","","0"
"2021","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100663","1.4.2.2","210505","","","","0"
"2021","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100676","1.4.3.1","891","","","","0"
"2021","Canada","2016A000011124","General management and administration employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100677","1.4.3.2","66524","","","","0"
"2021","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100692","1.5.1.1","9880","","","","0"
"2021","Canada","2016A000011124","Maintenance personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100693","1.5.1.2","688920","","","","0"
"2021","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100664","1.5.2.1","8631","","","","0"
"2021","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100665","1.5.2.2","596667","","","","0"
"2021","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100678","1.5.3.1","1249","","","","0"
"2021","Canada","2016A000011124","Maintenance personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100679","1.5.3.2","92252","","","","0"
"2021","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100694","1.6.1.1","6437","","","","0"
"2021","Canada","2016A000011124","Aircraft and traffic servicing personnel","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100695","1.6.1.2","314925","","","","0"
"2021","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100666","1.6.2.1","5873","","","","0"
"2021","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100667","1.6.2.2","290929","","","","0"
"2021","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100680","1.6.3.1","564","","","","0"
"2021","Canada","2016A000011124","Aircraft and traffic servicing personnel","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100681","1.6.3.2","23996","","","","0"
"2021","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Average number of employees","Number","223","units","0","v1038100696","1.7.1.1","8546","","","","0"
"2021","Canada","2016A000011124","All other employees","Total, Canadian air carriers, Levels I to III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100697","1.7.1.2","603912","","","","0"
"2021","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Average number of employees","Number","223","units","0","v1038100668","1.7.2.1","8143","","","","0"
"2021","Canada","2016A000011124","All other employees","Canadian air carriers, Levels I and II","Wages and salaries expenses","Dollars","81","thousands","3","v1038100669","1.7.2.2","584110","","","","0"
"2021","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Average number of employees","Number","223","units","0","v1038100682","1.7.3.1","403","","","","0"
"2021","Canada","2016A000011124","All other employees","Canadian air carriers, Level III","Wages and salaries expenses","Dollars","81","thousands","3","v1038100683","1.7.3.2","19803","","","","0"
