"REF_DATE","GEO","DGUID","Type of service","Air carrier levels","Operating statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","492","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","1471","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","420311","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1422413","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","","x","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","","x","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","1696149","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","195","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","551","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","26511","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","235862","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","23586","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","10429","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","34016","","","","0"
"2021","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","297","","","","0"
