"REF_DATE","GEO","DGUID","Type of service","Air carrier levels","Operating statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","84141","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1718972","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","171897","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","78844","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","250741","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","128","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","966","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","19556","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","632914","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","63291","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","4981","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","68273","","","","0"
"2016","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","201","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","97","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","88416","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","881062","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","210500016","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","21050002","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","3089515","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","24139517","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","3358","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","25","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","86806","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","843305","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","209725489","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","20972549","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","3069405","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","24041954","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","2976","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","72","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","1610","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","37756","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","774527","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","77453","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","20110","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","97563","","","","0"
"2017","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","382","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","85037","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","736980","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","208003546","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","20800355","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","2985733","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","23786088","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","2978","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","84495","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","723082","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","207898552","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","20789855","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","2972364","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","23762219","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","2834","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","542","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","13898","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","104994","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","10499","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","13369","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","23869","","","","0"
"2017","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","144","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","3379","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","144082","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","2496469","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","249647","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","103782","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","353429","","","","0"
"2017","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","381","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","2311","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","120224","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1826937","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","182694","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","97041","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","279735","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","142","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","1068","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","23858","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","669533","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","66953","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","6741","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","73694","","","","0"
"2017","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","239","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","95","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","93337","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","968713","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","228169434","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","22816943","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","3351649","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","26168593","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","3431","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","26","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","92253","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","935397","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","227755938","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","22775594","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","3328515","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","26104109","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","3042","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","69","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","1084","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","33315","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615175","1.1.3.4","413496","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615176","1.1.3.5","41350","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615177","1.1.3.6","23134","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615178","1.1.3.7","64484","","","","0"
"2018","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615179","1.1.3.8","389","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615180","1.2.1.2","90496","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615181","1.2.1.3","836311","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615182","1.2.1.4","226034424","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615183","1.2.1.5","22603442","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615184","1.2.1.6","3216632","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615185","1.2.1.7","25820074","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615186","1.2.1.8","3032","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615187","1.2.2.2","89922","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615188","1.2.2.3","822615","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615189","1.2.2.4","225926086","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615190","1.2.2.5","22592609","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615191","1.2.2.6","3199519","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615192","1.2.2.7","25792128","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615193","1.2.2.8","2896","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615194","1.2.3.2","575","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615195","1.2.3.3","13696","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615196","1.2.3.4","108338","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615197","1.2.3.5","10834","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615198","1.2.3.6","17112","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615199","1.2.3.7","27946","","","","0"
"2018","Canada","2016A000011124","Scheduled services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615200","1.2.3.8","136","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615201","1.3.1.2","2841","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615202","1.3.1.3","132402","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615203","1.3.1.4","2135009","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615204","1.3.1.5","213501","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615205","1.3.1.6","135018","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615206","1.3.1.7","348519","","","","0"
"2018","Canada","2016A000011124","Charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615207","1.3.1.8","399","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615208","1.3.2.2","2332","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615209","1.3.2.3","112782","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615210","1.3.2.4","1829852","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615211","1.3.2.5","182985","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615212","1.3.2.6","128996","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615213","1.3.2.7","311981","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615214","1.3.2.8","146","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615215","1.3.3.2","509","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615216","1.3.3.3","19620","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger-kilometres","Number","223","thousands","3","v122615217","1.3.3.4","305158","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615218","1.3.3.5","30516","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615219","1.3.3.6","6022","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615220","1.3.3.7","36538","","","","0"
"2018","Canada","2016A000011124","Charter services","Canadian air carriers, Level III","Hours flown","Number","223","thousands","3","v122615221","1.3.3.8","253","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615158","1.1.1.1","100","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passengers","Number","223","thousands","3","v122615159","1.1.1.2","94132","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods carried","Kilograms","192","thousands","3","v122615160","1.1.1.3","978480","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger-kilometres","Number","223","thousands","3","v122615161","1.1.1.4","233217786","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615162","1.1.1.5","23321779","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615163","1.1.1.6","3256546","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615164","1.1.1.7","26578324","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Total, Canadian air carriers, Levels I to III","Hours flown","Number","223","thousands","3","v122615165","1.1.1.8","3311","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615957","1.1.2.1","26","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passengers","Number","223","thousands","3","v122615166","1.1.2.2","92902","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods carried","Kilograms","192","thousands","3","v122615167","1.1.2.3","919681","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger-kilometres","Number","223","thousands","3","v122615168","1.1.2.4","232702872","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Passenger tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615169","1.1.2.5","23270287","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Goods tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615170","1.1.2.6","3221465","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Total tonne-kilometres","Tonne-kilometres","285","thousands","3","v122615171","1.1.2.7","26491753","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Levels I and II","Hours flown","Number","223","thousands","3","v122615172","1.1.2.8","2900","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615958","1.1.3.1","74","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Passengers","Number","223","thousands","3","v122615173","1.1.3.2","1230","","","","0"
"2019","Canada","2016A000011124","Total, scheduled and charter services","Canadian air carriers, Level III","Goods carried","Kilograms","192","thousands","3","v122615174","1.1.3.3","58799","","","","0"
